Track Name,Artists,Album Name,Album Id,Track ID,Popularity,Release Date,Duration (ms),Explicit URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Artists_Song
Hitchhiking,"hey, nothing",We're Starting to Look Like Each Other,12AH5gxA0gwvON2H1ce72w,4Xus7PhuqSihGgFJJZ1Ayu,,2023-10-31,243969,,0.572,0.412,4,-8.43,1,0.0314,0.695,0.0547,0.0995,0.376,129.971,"hey, nothing Hitchhiking"
No California,Ilsey,From The Valley,7FghAqLEF3Qvjv91tcwKTc,2qWI9KeeGFSyshLALQ61MG,,2023-10-06,215834,,0.65,0.738,9,-4.409,0,0.0519,0.379,1.04e-06,0.156,0.613,99.987,Ilsey No California
I Touch,"Jockstrap, Taylor Skye",I<3UQTINVU,6dBMy5XXlOdEvj59IJC1WH,2n9x5USWpRg0c88EGbW6KV,,2023-11-03,279773,,0.636,0.781,0,-4.378,1,0.0395,0.486,0.000373,0.126,0.284,125.039,"Jockstrap, Taylor Skye I Touch"
Black Hole,boygenius,the rest,1n0esOkFQdL74PwMwTVgtz,07gbjddL6AZ4PYKaviVMOQ,,2023-10-13,141390,,0.722,0.441,0,-12.102,1,0.0302,0.789,0.0409,0.113,0.273,111.95,boygenius Black Hole
Superbloomer,Arcy Drive,Superbloomer,43M8szELX9et29YildxYbP,6HqdxpWOasNjyjLFVXCB6x,,2023-10-30,277176,,0.489,0.625,10,-6.449,0,0.0332,0.00782,0.0,0.106,0.158,80.084,Arcy Drive Superbloomer
Suburban House,"Holly Macve, Lana Del Rey",Suburban House,4rFmHomF53LoM6DGOSeOwA,676TvM26wVq88afbYDPRO3,,2023-10-20,229878,,0.323,0.228,0,-10.601,1,0.0308,0.927,0.000413,0.11,0.189,130.941,"Holly Macve, Lana Del Rey Suburban House"
Castaway,The Vanished People,SCHOOL TRIP,1tTDzjJit4c6TpIEmrytCx,2otY9sgQ9MTGBOs96fJBtX,,2023-10-20,206244,,0.671,0.672,4,-10.867,0,0.0446,0.025,0.000168,0.349,0.797,127.994,The Vanished People Castaway
Make You Proud,Palace,Make You Proud,1hnrxf53JOrVRTgjbGPHfj,2hyaYnjeDSqapulrcPph8z,,2023-11-07,207440,,0.43,0.542,7,-8.198,1,0.0303,0.0354,0.0189,0.0806,0.37,67.015,Palace Make You Proud
easy breezy,Yaeji,easy breezy,3oiZnlQEBv4kVT0yoSr86S,1eXzN85vuVH3VpDJlsrH8j,,2023-11-06,199880,,0.768,0.704,6,-8.545,0,0.137,0.138,0.00459,0.088,0.713,159.987,Yaeji easy breezy
NO SZNS,"Jean Dawson, SZA",NO SZNS,05kT1p6wyim40HJVzg7tt3,0dn6S6lJqAIQg90kMmWtVj,,2023-09-22,213027,,0.55,0.34,5,-7.988,1,0.0311,0.647,0.0,0.121,0.195,112.077,"Jean Dawson, SZA NO SZNS"
MUD,Slow Pulp,Yard,1KHEiLyeBq82jCqzllcXu9,4TaDzzRy2PUQn8wAG6Fvpw,,2023-09-29,246427,,0.493,0.63,8,-7.22,1,0.03,0.192,0.00012,0.259,0.68,142.147,Slow Pulp MUD
Vampire Empire,Big Thief,Vampire Empire,2Msefc9DYHFMTNY6zuCOIm,0ToG55iJZCOzZkcpWbXxpW,,2023-07-19,192128,,0.636,0.572,9,-7.797,1,0.0913,0.287,0.0,0.0878,0.66,131.272,Big Thief Vampire Empire
alive,"Øneheart, sign crushes motorist",alive,6EebIEnkHOZkgvyaRhQQaK,2XqX1e0lH7O83AaDzbsD8s,,2023-10-20,108049,,0.316,0.0461,0,-29.896,0,0.0304,0.972,0.918,0.131,0.0662,66.668,"Øneheart, sign crushes motorist alive"
The Tower,Future Islands,The Tower,47RludCGdkS9Um7g0emMUD,09eApSzdPkFadMVJ8LlA3D,,2023-10-24,216867,,0.646,0.935,3,-4.554,1,0.0424,0.0883,0.486,0.0795,0.628,140.022,Future Islands The Tower
A Running Start,Sufjan Stevens,A Running Start,2kfgxC8y548LmSA6ICrOoG,1TsArKeEAf1VPEdT98ZuUM,,2023-10-03,261167,,0.528,0.322,3,-10.569,1,0.0302,0.928,0.0234,0.105,0.458,176.028,Sufjan Stevens A Running Start
pos,hemlocke springs,going...going...GONE!,6hnlO74dZkXLCk8dQNjLjf,5EwIo2Vc50Blvpk00ynRQP,,2023-09-29,185667,,0.93,0.911,8,-3.744,1,0.0394,0.132,2.06e-05,0.0329,0.962,119.976,hemlocke springs pos
I Don't Know You,Mannequin Pussy,I Don't Know You,0zT2ilSANN1bLI7gV6lqCl,43DsSmYR7rk3LKnyY8wkGI,,2023-10-17,224373,,0.576,0.595,2,-9.396,1,0.0364,0.0296,0.152,0.0942,0.271,119.914,Mannequin Pussy I Don't Know You
Frisco Blues,Lewis OfMan,Frisco Blues,0KteuByNpfG6DnPfNPytbF,1lZOlQheMnvyuw9BGzALiV,,2023-10-11,247800,,0.588,0.839,9,-6.048,1,0.0285,0.131,0.0328,0.497,0.621,143.301,Lewis OfMan Frisco Blues
killing time,Kate Peytavin,killing time,6nlfXRWDo8dqfjqsp4LjJI,51jmw8SLKHpN7WDsqzk4uQ,,2023-11-10,173181,,0.637,0.706,7,-7.046,1,0.0513,0.337,0.00315,0.123,0.531,134.987,Kate Peytavin killing time
Mosquito,PinkPantheress,Mosquito,4D4XpwlWhUNp8dOdYmuNIB,0LzidBf7cUsnZnG34OUPSF,,2023-09-29,146240,,0.71,0.899,11,-4.032,0,0.118,0.0857,0.112,0.189,0.555,162.927,PinkPantheress Mosquito
The Hills,Rachel Chinouriri,The Hills,0iFGP0AHWd8UHjpeHDUIMz,1McBsb9H3rFIl5cENthWd6,,2023-10-11,211152,,0.473,0.606,6,-4.295,1,0.0312,0.0477,0.0,0.376,0.244,74.972,Rachel Chinouriri The Hills
kisses,Slowdive,everything is alive,2jSmcj39eQiU76EbMGuxS0,7LuPjGUfJqxuW14W4gMrU2,,2023-09-01,237435,,0.57,0.8,11,-7.04,0,0.0332,0.0188,0.74,0.0598,0.469,128.033,Slowdive kisses
Back On 74,Jungle,Volcano,5xnXOCf5aZgZ43DgGN4EDv,19kHhX6f6EfLU7rcO3RqjO,,2023-08-11,209483,,0.62,0.761,10,-7.282,0,0.175,0.207,0.000147,0.269,0.194,146.003,Jungle Back On 74
Always / Never,STRFKR,Always / Never,16f1fDWr5jRAcGiqFoZSFI,3n9EfOy7vlDIXbDyntRLxc,,2023-10-19,221290,,0.779,0.691,9,-5.687,0,0.04,0.158,0.255,0.15,0.669,120.986,STRFKR Always / Never
Open My Door,Alice Phoebe Lou,Shelter,44JtWis3WYHBL7YcmIPobL,1A8QcZJKhUmJwdqzoAahvR,,2023-07-07,153110,,0.498,0.499,0,-6.681,1,0.0302,0.264,0.000605,0.269,0.559,144.84,Alice Phoebe Lou Open My Door
Bodies,Dominic Fike,Sunburn,2T7LuxZRr6SQMgABLtoYTH,59JXLBosh2OFLMCARkINnB,,2023-07-07,124504,,0.809,0.752,0,-4.639,1,0.0913,0.0193,5.43e-05,0.0872,0.677,98.027,Dominic Fike Bodies
Ice Slippin,Omar Apollo,Ice Slippin,3IEILQ7hY9Irwf9ipLanDv,7BWN70acf9J6f37SCNNCCQ,,2023-08-25,255920,,0.624,0.463,0,-8.744,1,0.0378,0.667,0.016,0.136,0.144,151.978,Omar Apollo Ice Slippin
Slugs,Slow Pulp,Yard,1KHEiLyeBq82jCqzllcXu9,4iTX1HFVrva7chgeMaeR4d,,2023-09-29,186467,,0.6,0.52,4,-7.461,1,0.0317,0.29,1.24e-05,0.362,0.573,141.035,Slow Pulp Slugs
No One,Kacy Hill,No One,6jLwFHo2YInaFBsxYMWxgN,4HDdtO5pl3N1q0GrMzQgvC,,2023-11-03,257338,,0.576,0.479,1,-10.456,1,0.0284,0.646,0.000963,0.0827,0.45,95.067,Kacy Hill No One
Born For Loving You,Big Thief,Vampire Empire / Born For Loving You,1JLHhSfD3K4gc3pSIyrvsf,1kcwEVl9hYYg1JU0BFbzmc,,2023-09-13,214073,,0.737,0.517,9,-10.759,1,0.0741,0.544,0.0,0.229,0.655,123.122,Big Thief Born For Loving You
GLOW,MICHELLE,GLOW / AGNOSTIC,1bEikzQV0ZKvnYHTzIYjsi,0i8EbwLvGtg3u9hq896b1A,,2023-10-19,167742,,0.522,0.782,5,-7.055,0,0.0605,0.142,0.0231,0.113,0.394,186.011,MICHELLE GLOW
Archive 81,Bathe Alone,Archive 81,1zdajIdMnoprAM6WgaGzrH,72K6hldjaNmLFpvPIBIiXp,,2023-11-03,221014,,0.457,0.439,6,-7.828,0,0.0258,0.134,0.00877,0.246,0.18,75.004,Bathe Alone Archive 81
All We Ever Do Is Talk,Del Water Gap,All We Ever Do Is Talk,2gqI3J8EXaClU1fZmxO2Mw,11sca0kohiR73mPDy9qhZv,,2023-06-29,226133,,0.474,0.874,2,-5.493,1,0.0823,0.0461,0.0,0.12,0.592,153.03,Del Water Gap All We Ever Do Is Talk
Open Up,PREP,Open Up,6fpyKCf9JSVbmFI4AF7bXv,1iWOpJjvh5gH1zfJK7hTWS,,2023-11-01,195753,,0.9,0.555,9,-8.128,0,0.0785,0.084,0.00564,0.0969,0.908,141.974,PREP Open Up
Fried Rice,Royel Otis,Fried Rice,4i1Tx8xN9dlwNmMaa8KLPj,1mE0VuGu21W63oGEnJ7hq2,,2023-10-06,207120,,0.498,0.868,0,-6.017,1,0.057,9.33e-05,0.00809,0.387,0.322,147.016,Royel Otis Fried Rice
Bright Green Vibrant Gray,Helena Deland,Bright Green Vibrant Gray,6nZGvx9KlQsM23CTuqIMEO,4nq1ycSKzbzGcMoRfD6lCN,,2023-08-30,219508,,0.687,0.319,8,-12.404,0,0.0313,0.899,0.00055,0.0782,0.257,110.978,Helena Deland Bright Green Vibrant Gray
Radiohead,FRIDAY*,Darling,5RPzyXi3rpoPtRhF5QaseW,0JfNtlCzaVvwYtRy0bxO7H,,2023-11-02,163500,,0.742,0.658,8,-8.094,1,0.269,0.474,2.06e-05,0.371,0.444,117.065,FRIDAY* Radiohead
Let The Light In (feat. Father John Misty),"Lana Del Rey, Father John Misty",Did you know that there's a tunnel under Ocean Blvd,5HOHne1wzItQlIYmLXLYfZ,4qG7hWhljsqqENL5PaLA2z,,2023-03-24,278126,,0.327,0.452,9,-9.726,1,0.0277,0.344,0.00332,0.11,0.202,132.427,"Lana Del Rey, Father John Misty Let The Light In (feat. Father John Misty)"
Alive!,Bakar,Alive!,0lvFKHiygKiwhKHNYPmRzn,6KzI6EM1QYyOq5oudPlcWT,,2023-06-21,232133,,0.75,0.736,8,-5.405,0,0.0307,0.517,1.23e-05,0.0866,0.579,97.032,Bakar Alive!
Above Me,LEISURE,Above Me,64djkjEvJa2DO3nhus3uHo,2SueOYex8L8EwV4CTKPMbA,,2023-09-08,214440,,0.672,0.702,10,-7.267,0,0.0544,0.421,0.545,0.151,0.909,81.989,LEISURE Above Me
Theatre,Etta Marcus,Theatre,3fTht12H0wDBFZ7OBsWZdv,1JAh2AOLiO3HcUl1A3Ryr6,,2023-08-18,179037,,0.498,0.558,1,-5.459,1,0.0322,0.114,0.0,0.12,0.113,140.101,Etta Marcus Theatre
Nightclubs in Heaven,Henry Morris,Nightclubs in Heaven,1o3BEceG30UxS6fvjN40sj,66iox4Zx8x9VmE0ON7jueN,,2023-10-20,119875,,0.501,0.415,0,-10.371,1,0.0296,0.253,0.000108,0.137,0.318,82.924,Henry Morris Nightclubs in Heaven
DON'T YOU THINK IT'D BE NICE ?,Papooz,DON'T YOU THINK IT'D BE NICE ?,4VMu7bXjIkQngtN1D5kAsw,6r68X3hgYXylvAyM5yRy3D,,2023-10-26,190293,,0.808,0.684,8,-7.146,1,0.0267,0.432,0.0107,0.0629,0.93,90.01,Papooz DON'T YOU THINK IT'D BE NICE ?
Tekken 2 - feat. Chaka Khan,"Bombay Bicycle Club, Chaka Khan",My Big Day,038nwIuL7EFF8sqKvsH7RO,0hSnzumPBlfWTT9puEBCv6,,2023-10-20,230400,,0.76,0.794,6,-6.805,1,0.033,0.0469,0.0,0.0509,0.876,108.004,"Bombay Bicycle Club, Chaka Khan Tekken 2 - feat. Chaka Khan"
Once More,d4vd,The Lost Petals,4YbgMvlvGC8FjzkSOLGgWC,1exDZN0zsfDpsIKamOqmSz,,2023-09-08,121695,,0.673,0.255,9,-12.657,0,0.0368,0.858,1.91e-06,0.0806,0.479,76.479,d4vd Once More
Dial Drunk (with Post Malone),"Noah Kahan, Post Malone",Dial Drunk (with Post Malone),4XahqkOmEsKLKEhBpX8DAe,22VHOlVYBqytsrAqV8yXBK,,2023-07-18,213817,,0.667,0.613,8,-7.147,1,0.0313,0.121,0.0,0.113,0.681,112.046,"Noah Kahan, Post Malone Dial Drunk (with Post Malone)"
Boys Of Faith (feat. Bon Iver),"Zach Bryan, Bon Iver",Boys Of Faith (feat. Bon Iver),4h4A1l4ReII0UD3wtOPI3q,4Zj2uX6ApCFK9XzjwIhCIr,,2023-09-21,170825,,0.302,0.584,1,-6.242,1,0.063,0.385,5.22e-05,0.089,0.159,199.804,"Zach Bryan, Bon Iver Boys Of Faith (feat. Bon Iver)"
The Freedom to Fuck Off,Petey,The Freedom to Fuck Off,2vym6dm3afTUtwAj48681k,2DTRZKLOfm8BQOdNljrF7K,,2023-08-28,242907,,0.53,0.535,2,-6.687,1,0.0328,0.00294,0.00961,0.0617,0.35,178.482,Petey The Freedom to Fuck Off
Sunshine,Briston Maroney,Sunshine,5IjgL0lZlvCBrkXwvK2NrE,7jUitZww3URFitXC32ezRd,,2023-09-01,217293,,0.601,0.612,0,-7.143,1,0.0446,0.0415,0.0,0.118,0.346,90.06,Briston Maroney Sunshine
A Barely Lit Path,Oneohtrix Point Never,Again,2zz6j2mGH5JHk0ihNvy6KM,0E2kvn5DXdlNP2N9EIjkpS,,2023-09-29,375111,,0.364,0.523,4,-9.714,0,0.0366,0.057,0.377,0.0926,0.0379,120.029,Oneohtrix Point Never A Barely Lit Path
Mantra,A Beacon School,Mantra,3yBPUOCTZbu2FdwvR2piFY,5t8ykLn9zmfzzFtA5bWBlc,,2023-10-09,388615,,0.446,0.935,2,-6.435,1,0.041,0.0219,0.804,0.262,0.192,80.008,A Beacon School Mantra
Melody Experiment,Blonde Redhead,Sit Down for Dinner,7GfokyxLDkBsgR9gUmEbRq,5k1c6yaWO1uTSY6wNTVUa6,,2023-09-29,310095,,0.564,0.53,0,-8.382,0,0.0306,0.375,0.655,0.211,0.228,130.965,Blonde Redhead Melody Experiment
Blame Brett,The Beaches,Blame Brett,4FJuBUAQv20qh8LAxDdzjN,7Az7rVogNu6XpLnykVI5fA,,2023-05-05,176006,,0.461,0.87,1,-3.458,0,0.042,0.00527,1.59e-05,0.343,0.79,155.913,The Beaches Blame Brett
Loading,James Blake,Loading,5WMlWqo2YEO7g6e6TuNSC0,2wueg8zb5SSaSxCyUpcKRJ,,2023-07-26,284552,,0.67,0.559,1,-8.634,0,0.0352,0.101,0.187,0.1,0.0762,131.987,James Blake Loading
Safe House,"Yot Club, Jordana",Safe House,0C1zvZW8wBB37p4Bc5ioPL,24o2DVj6mtSBgMPuL33LsR,,2023-09-15,217850,,0.696,0.679,8,-7.258,1,0.0253,0.262,0.364,0.653,0.764,98.572,"Yot Club, Jordana Safe House"
Touching Yourself,The Japanese House,In the End It Always Does,1pflleeGIJGEAillSnSetf,1HfsmNlg8xxhOr9N2i4Q0n,,2023-06-30,181587,,0.714,0.68,3,-5.989,1,0.026,0.135,1.82e-06,0.229,0.934,108.001,The Japanese House Touching Yourself
Le Temple Volant,"Crumb, Melody's Echo Chamber",Le Temple Volant,1LiZ2XItICSDOaNT4Bpnx5,2uQotduUA32t7EwTEMvMyb,,2023-09-19,125893,,0.601,0.677,5,-6.472,0,0.0284,0.459,0.104,0.327,0.559,89.96,"Crumb, Melody's Echo Chamber Le Temple Volant"
Spirit 2.0,Sampha,Spirit 2.0,6idz4m2nMbiHsx3QjHhdcv,3JKRuo3KhL39T6XWAXPohj,,2023-06-28,289963,,0.741,0.491,5,-11.416,1,0.0512,0.606,0.283,0.141,0.503,150.553,Sampha Spirit 2.0
Stop Waiting,Cigarettes After Sex,Bubblegum,6EIC2a6khsh1h1DfG8WlBW,1xbOdb9kv5YKBIzJSrKNEy,,2023-07-18,362973,,0.456,0.336,2,-15.466,1,0.0264,0.333,0.799,0.0737,0.0762,87.435,Cigarettes After Sex Stop Waiting
Wasted Summers,juju<3,Wasted Summers,5SrN0SPOdmdCBe0dyDcpsY,43MifzVnh8W3jJN0xqU9jR,,2023-07-12,130385,,0.633,0.643,0,-8.122,1,0.0252,0.106,0.00831,0.78,0.472,103.842,juju<3 Wasted Summers
All My Love,Noah Kahan,Stick Season,50ZenUP4O2Q5eCy2NRNvuz,7ByxizhA4GgEf7Sxomxhze,,2022-10-14,251511,,0.637,0.651,2,-7.089,1,0.0521,0.32,0.0,0.0938,0.485,115.926,Noah Kahan All My Love
Bug Like an Angel,Mitski,The Land Is Inhospitable and So Are We,2Cn1d2KgbkAqbZCJ1RzdkA,45KMdPDdZTxcXW3lw10R70,,2023-09-15,212333,,0.474,0.0617,8,-16.859,1,0.0344,0.902,0.008,0.094,0.0709,114.97,Mitski Bug Like an Angel
"This Wish - From ""Wish""","Ariana DeBose, Disney","This Wish (From ""Wish"")",123gDnj9pBl8GNRLyOViC9,5yvHjO06WHe7ETlgirLjbw,,2023-10-18,205480,,0.48,0.425,5,-8.739,1,0.0635,0.435,0.0,0.0972,0.337,120.1,"Ariana DeBose, Disney This Wish - From ""Wish"""
Part of Your World,Halle,The Little Mermaid (Original Motion Picture Soundtrack/Deluxe Edition),1b7rPu376c9APSVH2KKcdk,5UK5ZeUAzy3Am4VeU6ouV8,,2023-05-26,214373,,0.422,0.195,6,-13.353,1,0.0451,0.879,0.0,0.12,0.205,105.931,Halle Part of Your World
"I'm A Star - From ""Wish""","Wish - Cast, Disney","I'm A Star (From ""Wish"")",5d9Zsbx6BAiZcVgy2TWVG8,7HphtEcMxf0ViBb8wtU8Re,,2023-11-08,174787,,0.764,0.702,0,-7.412,1,0.25,0.176,0.0,0.0259,0.717,109.957,"Wish - Cast, Disney I'm A Star - From ""Wish"""
Un Poco Loco,"Anthony Gonzalez, Gael Garcia Bernal",Coco (Original Motion Picture Soundtrack),7nMexBA71PdwPnfqS5Yji5,0OFknyqxmSQ42SoKxWVTok,,2017-11-10,112205,,0.62,0.496,7,-7.509,1,0.133,0.597,1.36e-05,0.322,0.636,126.032,"Anthony Gonzalez, Gael Garcia Bernal Un Poco Loco"
"This Is The Thanks I Get?! - From ""Wish""","Chris Pine, Disney","This Is The Thanks I Get?! (From ""Wish"")",68aJkU3aeRGUW2p4lGnVzL,5jzCoRQd6YsKNWy4S3SUsx,,2023-10-25,194160,,0.817,0.73,8,-7.928,1,0.405,0.152,0.0,0.087,0.776,110.001,"Chris Pine, Disney This Is The Thanks I Get?! - From ""Wish"""
"Welcome To Rosas - From ""Wish""","Ariana DeBose, Wish - Cast, Disney","Welcome To Rosas (From ""Wish"")",4q3CESoBemRptRaga5teAx,2WjNeDXYk0EdyCSpK9hi5x,,2023-11-01,147947,,0.496,0.727,9,-5.643,1,0.27,0.411,0.0,0.0839,0.912,172.267,"Ariana DeBose, Wish - Cast, Disney Welcome To Rosas - From ""Wish"""
How Far I'll Go,Auli'i Cravalho,Moana (Original Motion Picture Soundtrack/Deluxe Edition),6pZj4nvx6lV3ulIK3BSjvs,6mb6lVLNrcUgLnEN8QnDJd,,2016-11-18,163387,,0.571,0.307,1,-10.958,0,0.0499,0.649,0.0,0.178,0.108,83.72,Auli'i Cravalho How Far I'll Go
Surface Pressure,Jessica Darrow,Encanto (Original Motion Picture Soundtrack),25L8ck3KGcmCo3901ztPzR,760jhRscwGbIIe1m1IIQpU,,2021-11-19,202227,,0.65,0.584,2,-8.286,1,0.307,0.0174,1.54e-06,0.042,0.37,180.088,Jessica Darrow Surface Pressure
Steal The Show,Lauv,Elemental (Original Motion Picture Soundtrack),7L15PXtti3kXEn7vTXi8ZV,0SccFtYdj75y6lL2OW10Cf,,2023-06-16,192507,,0.618,0.462,7,-13.154,1,0.0328,0.332,0.000862,0.279,0.419,92.489,Lauv Steal The Show
"Knowing What I Know Now - From ""Wish""","Ariana DeBose, Angelique Cabral, Wish - Cast, Disney","Knowing What I Know Now (From ""Wish"")",2U1roLuS984WZ0iAYRVNl6,1uyTVf2kc69fe1i8frN3Lf,,2023-11-15,200587,,0.687,0.793,8,-5.663,1,0.133,0.272,1e-05,0.0523,0.535,119.697,"Ariana DeBose, Angelique Cabral, Wish - Cast, Disney Knowing What I Know Now - From ""Wish"""
"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version",Mandy Moore,Tangled,1l0aFrH24oPrQSqGtfeFyE,03xWMkKEbeO4SnylA53ipj,,2010-01-01,152333,,0.673,0.42,4,-7.581,1,0.0317,0.112,0.0,0.0897,0.385,108.066,"Mandy Moore When Will My Life Begin? - From ""Tangled"" / Soundtrack Version"
Under the Sea,"Daveed Diggs, Cast - The Little Mermaid, Disney",The Little Mermaid (Original Motion Picture Soundtrack/Deluxe Edition),1b7rPu376c9APSVH2KKcdk,79juTmh89v1xqOLYsr6wSq,,2023-05-26,184947,,0.623,0.606,5,-7.995,1,0.177,0.659,0.0,0.318,0.931,121.252,"Daveed Diggs, Cast - The Little Mermaid, Disney Under the Sea"
We Don't Talk About Bruno,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",Encanto (Original Motion Picture Soundtrack),25L8ck3KGcmCo3901ztPzR,52xJxFP6TqMuO4Yt0eOkMz,,2021-11-19,216120,,0.577,0.45,0,-8.516,0,0.0834,0.357,0.0,0.111,0.83,205.863,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast We Don't Talk About Bruno"
You're Welcome,Dwayne Johnson,Moana (Original Motion Picture Soundtrack/Deluxe Edition),6pZj4nvx6lV3ulIK3BSjvs,6U4VqEHy4n5VeiH4pQPL24,,2016-11-18,163893,,0.788,0.745,5,-7.072,1,0.258,0.29,0.0,0.0373,0.672,135.278,Dwayne Johnson You're Welcome
"I Just Can't Wait to Be King - From ""The Lion King"" Soundtrack","Jason Weaver, Rowan Atkinson, Laura Williams",The Lion King: Special Edition,6BqcXoEgLpiGHQit2hXBIl,5iA6APikmuIeaAe9MMluny,,2003-01-01,170800,,0.696,0.684,6,-9.884,1,0.0607,0.315,6.11e-05,0.104,0.881,98.829,"Jason Weaver, Rowan Atkinson, Laura Williams I Just Can't Wait to Be King - From ""The Lion King"" Soundtrack"
Where You Are,"Christopher Jackson, Rachel House, Nicole Scherzinger, Auli'i Cravalho, Louise Bush",Moana (Original Motion Picture Soundtrack/Deluxe Edition),6pZj4nvx6lV3ulIK3BSjvs,2bwSCIuNtVrQPVddCi8sOW,,2016-11-18,210320,,0.707,0.656,4,-9.279,1,0.173,0.743,0.0,0.172,0.748,118.037,"Christopher Jackson, Rachel House, Nicole Scherzinger, Auli'i Cravalho, Louise Bush Where You Are"
"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),7lZs5r4oQV2nutddffLrg0,0qcr5FMsEO85NAQjrlDRKo,,2013-01-01,223840,,0.543,0.485,8,-6.85,1,0.0305,0.558,0.0,0.12,0.371,136.961,"Idina Menzel Let It Go - From ""Frozen""/Soundtrack Version"
What Else Can I Do?,"Diane Guerrero, Stephanie Beatriz",Encanto (Original Motion Picture Soundtrack),25L8ck3KGcmCo3901ztPzR,3XoYqtiWHhsk59frZupImG,,2021-11-19,179427,,0.718,0.709,4,-5.568,1,0.039,0.258,0.0,0.101,0.54,119.974,"Diane Guerrero, Stephanie Beatriz What Else Can I Do?"
"Do You Want to Build a Snowman? - From ""Frozen""/Soundtrack Version","Kristen Bell, Agatha Lee Monn, Katie Lopez",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),7lZs5r4oQV2nutddffLrg0,2yi7HZrBOC4bMUSTcs4VK6,,2013-01-01,206507,,0.306,0.121,0,-15.551,0,0.0554,0.85,0.000176,0.257,0.166,174.053,"Kristen Bell, Agatha Lee Monn, Katie Lopez Do You Want to Build a Snowman? - From ""Frozen""/Soundtrack Version"
The Family Madrigal,"Stephanie Beatriz, Olga Merediz, Encanto - Cast",Encanto (Original Motion Picture Soundtrack),25L8ck3KGcmCo3901ztPzR,4b1yxSdlumA8N4fEk4UOZp,,2021-11-19,257213,,0.594,0.628,1,-6.345,1,0.359,0.12,0.0,0.0582,0.556,141.391,"Stephanie Beatriz, Olga Merediz, Encanto - Cast The Family Madrigal"
Rock On,Dr. Teeth and The Electric Mayhem,The Muppets Mayhem (Original Soundtrack),49H9f3snohaDmbcTB3ccUh,6Z2nmTZ1xS2Gujt5apa7HZ,,2023-05-10,186093,,0.699,0.862,0,-4.092,1,0.0834,0.0392,0.000745,0.327,0.57,115.022,Dr. Teeth and The Electric Mayhem Rock On
"Love Is an Open Door - From ""Frozen""/Soundtrack Version","Kristen Bell, Santino Fontana",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),7lZs5r4oQV2nutddffLrg0,3IPnBzGRMg6BfViFxxa0Gq,,2013-01-01,124733,,0.737,0.637,6,-6.308,0,0.0735,0.262,0.0,0.319,0.537,100.033,"Kristen Bell, Santino Fontana Love Is an Open Door - From ""Frozen""/Soundtrack Version"
Kiss the Girl,"Daveed Diggs, Awkwafina, Jacob Tremblay, Ensemble - The Little Mermaid, Disney",The Little Mermaid (Original Motion Picture Soundtrack/Deluxe Edition),1b7rPu376c9APSVH2KKcdk,4NMNwdmbiSGlDdMha5k6ks,,2023-05-26,196587,,0.675,0.239,2,-13.55,1,0.0353,0.873,1.85e-06,0.0695,0.67,131.007,"Daveed Diggs, Awkwafina, Jacob Tremblay, Ensemble - The Little Mermaid, Disney Kiss the Girl"
Part of Your World,"Jodi Benson, Disney",The Little Mermaid Special Edition,4aAwvCRNJIqiUGVEjieWv6,7tUSJY4nsDBJTjd1UXKRsT,,2006-01-01,195493,,0.274,0.144,5,-14.516,1,0.0482,0.92,0.000388,0.29,0.302,61.551,"Jodi Benson, Disney Part of Your World"
The Scuttlebutt,"Awkwafina, Daveed Diggs, Disney",The Little Mermaid (Original Motion Picture Soundtrack/Deluxe Edition),1b7rPu376c9APSVH2KKcdk,1xWsoIgBYgLfMkn2kBY7YI,,2023-05-26,121813,,0.862,0.624,8,-9.547,1,0.271,0.175,0.0,0.0736,0.863,149.898,"Awkwafina, Daveed Diggs, Disney The Scuttlebutt"
I'll Make a Man Out of You,"Donny Osmond, Chorus - Mulan, Disney",Mulan (Original Soundtrack),3Ohs7Jo6GM6mydUOL0m5aC,28UMEtwyUUy5u0UWOVHwiI,,1998-01-01,201680,,0.672,0.322,7,-17.669,1,0.0339,0.144,2.96e-05,0.074,0.496,113.852,"Donny Osmond, Chorus - Mulan, Disney I'll Make a Man Out of You"
"I've Got a Dream - From ""Tangled""/Soundtrack Version","Mandy Moore, Brad Garrett, Ensemble - Tangled, Zachary Levi, Jeffrey Tambor",Tangled,1l0aFrH24oPrQSqGtfeFyE,0TCt7OFRdD8PQ6vTRQxNgQ,,2010-01-01,191413,,0.604,0.541,1,-7.378,0,0.0915,0.639,0.0,0.169,0.892,134.326,"Mandy Moore, Brad Garrett, Ensemble - Tangled, Zachary Levi, Jeffrey Tambor I've Got a Dream - From ""Tangled""/Soundtrack Version"
